Text,Label
lekin phir bhi mujhe new shoes lena bohat acha lagta hai,Positive
jahan tak fitness ka talluq hai to meri shadi aik aise insaan se hui hai jo junoon ki had tak apni fitness ka khayal rakhte hain,Positive
main hamesha se bohat dubli patli rahi hon kyun ke mere bache hain aur main aik lamhe ke liye bhi kahin par tikk ke nahi bethti hon,Positive
imran kafi tez daurte hain lekin main bhi itni he tez daur sakti hon ke jitni tez imran daurte hain,Positive
lekin main hamesha apne bachon kea as paas he daur lagati rehti hon,Positive
khuraak ke mauaamle mein soshi meri pasandeeda dish hai lekin mujhe pizza bhi bohat pasand hai,Positive
main bohat cooking karti hon aur new se new sweet dishes banane mein lagi rehti hon,Positive
talib ilmi ke zamaney hi se insaf insani haqooq aman aur jamhuriyat ke hami aur fayal karkun rahey hain,Positive
ansar burney ki yeh falyat marshal law hukam ko pasand na aie aur unhain mein mah qaid ba moshaqqat ki saza dea ker jail mein dal dea,Positive
iss tara ansar burney ko kai baras tek jailon ki surat hal aur qaidyon ki halat zar ka chasm deed moshaheda ker ney ka moqa mil gea unhon ney qaid khaney hi mein yeh faisla ker lea kay jab bhi rahai mili bea gunah aur mazloom quidyon ki najat key leyeh koi adara quaim kerein gein,Positive
ansar burney welfare trust international chunanchey mein unhon ney ansar burney welfare trust international quaim kea pher iss key tehat zaily adaray quaim keay yani parznrzaid society jo key qaidyon ko qanuni imdad mohaiya ker ti hi,Positive
gumshoda aur agwa shoda ashkhas ki bazyabi key leye beuro aur insedad dehsht gerdi key lea aik comition yeh trust aik gair serkari gair seasi aur gair munfiet andoz insani haqooq ki die tanzem hay aur is ski rejgtration amrica mein bhi ho chuki hay inn ki mosalsal aur bea louse koshishon sey ab tek lakhon sey zaida aeyse quadi reha ho chukey hain jog air qanooni tour par pakistan aur barony mumalik mein quaid rahey inn mein sey baz jailon mein hi paida huay they aur chalees chalees sal bea qasoor aur bea gunah sakht moshaqqat ki zindagi mahaz laquniat ki waja sey guzar rahey thay neaz bees hazar sey zaidah gumshudah aur agwa shudah bachchon aur bachion ko baziab karaya ja chukka hay halankey iss hawaley sey unhain khasi tanqeed ka nishana banna para,Positive
bharti jasus kashmir singh ki rahae ka mamla bhi aysa hi aik case tha kashmir singh ney bharat mein jaker pakistan mein apni ser germion key hawaley sey jo bianat dea un par pakistani halqon mein gahra gam o ghussa dekhney mein aya taham ansar burney ney kaha key un ka zameer mutmaen hay kashmir singh ney bhi apni rahai key hawaley sey ansar burney key kirdar ko saraha,Positive
insani haqooq key leyeh ansar burney ki khidmat key aeteraf mein hukumat pakistan ki taraf sey unhain sitara e imtaiaz sey nawaza gea aur kai bainul aqwami aizazat bhi unkey hissay mein aeay hain taham jaisa key pehley ziker hua unhain kai halqon ki taraf sey tanqeed ka nishana bhi banaya jata rahta hay shaied iss ki waja yeh hai ke ansar burney insani haqooq key leyea kam kertey huay kisi ka sirf pakistani hona zaruri khaial nahin kertey aur khasusan pakistani jailon mein band bharti qaideon ke haq mein awaz buland kerney par unka dosron ki nigah mein qabil nafreen tharna shaiad kisi had tak qabil faham hai,Positive
maroof qanoon dan aur azadieniswanoinsani haqooq ki alamberdar asma jahangir january ko lahore mein paida hue in key walid malik ghulam jilani maroof siasat dan they apnay mein senior cambridge kerney key bad mein kanier college lahore mein dakhla lea sadar ayub key khelaf awami tahrek uthi to unhon ney bhi college ki talbat ka aik jaloos nikala aur is ski qaiadat ki jis kipadasht mein unhain chand mah key leyeh college sey nikal dea gea issi college sey ba ki degree hasil ki,Positive
mein asma jahangir ka nam mulk ger shohrat hasil ker gea keonkey iss waqt un key walid malik ghulam jilani ke hibse beaja key khelaf un ki patishion par faisla detey huae supreem court ney chief marshallah aid ministrater jeneral yehya khan ko ghasibqarar dea tha pakistan ki tarekh aur qanoon ki ketabon mein moqadma asma jilani casekey nam sey mashhoor hua,Positive
llb degree asma jahangir mein llb ki degree hasil kerney key bad buniadi insani haqooq aur tahaffuz nuswan key lea mein apni jaddo jahad ka agaz kea punjab women lowers asosi aishion qaiam ki,Positive
yon to asma jahangir ki puri zindagi hi amriaat aur insani haqooq ki khelaf warzion key khelaf jado jehad kernay se ebarat hai aur unki khidmata ka kae bainul aqwami sithat par eteraf bhi kea ja chukka hay lakin un ka taza tareen karnama november se march tak general pervez musharraf ki amriat ke khelaf aur badeazan chief justics of pakistan iftikhar muhammed choudhry ki bahali ke haq mein chalae janey wali tahreek mein unka numaya hissa hai iss tehreek mein unki bher pure karkerdagi ka eteraf tamam halqon ki taraf se kea gea magar chief justice key haq mein tehreek chalaney ka matleb yea nahin tha key iftikhar muhammed choudhry un key kea kisi moqaddas gaeki hasiat ekhtaiar ker jatey yahi waja hay key jab supreme court key ful bench ki taref dey badnama e zamana nro key khelaf mukhteser faisla jari kea gea to iss faislay key baz nikat par apney tahaffuz ka izhar ker tey huea unhon ney iss par tanqeed bhi ki,Positive
asma jahangir mein sadar mumliket ki janib sey sitaraeimtiazkey elawah sola qaumi azazat hasil ker chuki hain elawah azeen kae baeruni mumalik key imteazi inteazi award sey bhi nawaza gea asma jahangir mein unhain haqooq insani key tahaffuz ka marton aenelz award dea gea issi sal unhain awam ki khidmet key azeem jazbea ka mozahra ker ney par mag sa sey nawaza gea,Positive
mein unhain aqwam e muttahida ke tarqiati fund barae khawateeen ki taraf se millennium prize yani hazarey ke inam se nawaza gea mein asma jahangir ko lisl and leo eitinger prize mila,Positive
bachion ki moshaqqat begari unki jabri molazmat tahreek nuswan key mozu par un ke moqalat shae hotey rehte hain asma jahangir ki do kitabain angreazi zaban mein shaea ho chuki hain jin ka mozu hadud ordenence aur bachchon ki jabri moshaqqat hay,Positive
allama iqbal ki waldah imam bibi wo azeem khatoon thein jinhon ne us mard e haq agah ko janam diya jis ne apni jhanjhor dene wali shairi se umat e muslima ke tan e murda mein nai roh phonk di mayosiyon ke andhere mein nai raoshni dekhai jawanon ko ishq o junon ki lazat se ashna kiya maqhoron ko khudi ka sabaq parhaya aur maghribi tehzib o falsafe ki bunyad hila kar rakh di,Positive
nakhunda hone ke bawajod bari mamla feham dor andesh aur mudabir khatoon thein,Positive
khandan ke jhaghron ka khush aslubi se tasfiya karati thein aur muhale ki khawaten mein bari maqbol thein,Positive
apne tibbi gudaz aur reham dili ki badolat imam bibi kisi ko musibat mein nahi dekh sakti thein,Positive
ghurba ki amdad karna magar is andaz mein ke kisi ko khabar na ho un ka dastor tha,Positive
un ka aik aur tarika ye tha ke muhale ke gharib gharanon ki das bara saal ki teen char bachyon ko apne han le atein aur un ki kafeel ban jatein,Positive
imam bibi amor e khana dari ki taleem detein silai karhai sikhatein apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein,Positive
jitna arsa wo larkiyan un ki tehwil mein rehtein wo un ki dekh bhal bilkul betiyon ki tarah kartein aur shadiyon ke waqat bhi un ko betiyon ki tarah rukhsat kartein,Positive
shadi ke bad wo larkiyan un ke ghar isi tarah atein jese betiyan meke ati han,Positive
itefaq se november hi iqbal ka youm e wiladat hai chunacha apni waldah ke inteqal par iqbal pore baras ke the is ke bawajod unhon ne apni waldah ki mout ko is tarah mehsos kiya jis tarah koi kamsin bacha nehsos karta hai,Positive
aap ko sakht sadma howa aur kai roz tak aap dil girifta raheapni waldah ki wafat ke hawale se iqbal ne maha raja parshad ko tehrir kiya 鄭h isnan apni kazori ko chupane mein kis qadar taq hai,Positive
be basi ka naam sabar rakhta hai aur phir is sabar ko apni himat o istaqlal ki taraf mansub karta hai,Positive
rana liaquat ali khan ko tehreek e pakistan ki aik khamosh rukun hone ke elawa pakistan ke phele wazir e azam ki ahliya hone ka izaz bhi hasil hai,Positive
school aur college mein aap numaya hesiyat ki hamil thein,Positive
aap ki tabai hazir jawabi bazla saji aur shafuftagi mukhatib ko garwidah kar leti thi,Positive
talebat ki sargarmiyon mein aap pesh pesh rehti thein,Positive
liaquat ali khan ki sari khat o kitabat aur type ka kaam begum liaquat ali khan injam detein thein,Positive
siyasi kaamon mein bhi begum liaquat un ki madad kartein,Positive
rana liaquat har mumkin had tak apne shohar ka hath batane ke elawa gharelo zimedariyan bhi pori kartein,Positive
begum liaquat ne un ki parwarish nihayat zimedari se ki,Positive
quaid e millat apni siyasi masrofiyat ki wajah se bachon par tawajah nahi de sakte the is leye ye zimedari mukamal tor par begum liaquat ke kandhon par aan pari aur unhon ne ye zimedari nihayat kamyabi se nibhai,Positive
ab liaquat ali khan aur begum liaquat par nai zimedariyan aan parein mashriqi punjab aur degar khiton se mahajireen ka jo selab umad para tha is ki bina par liaquat ali khan ka hath batane ke leye baqaidah khidmat aur bani no insan ki imdad ki tanzeem ka aghaz kiya,Positive
gharelo khawateen ye baat janti h na thein ke wo ghar se bahar bhi koi khidmat injam de saktein hain,Positive
un halat mein natajurbe kar khawateen ki tanzeem banana aur un se musibat zadgaan nadar mohtaj afrad ki khidmat ka kaam lena yaqenan mushkil tareen kaam tha lekin begum rana liaquat ali khan ne is kaam ka bera uthaya,Positive
is azeem kaam mein unhen jo kamyabi nasib hoi wo yaqenan heratnak hai,Positive
un ki qayadat mein natajurbekar pakistani khawateen khidmat e khalq ke leye jis tarah mutahid hoein aur kaam kiya wo apni missal aap hai begum liaquat ali khan ka sab se bara karnama 鄭pwayani aal pakistan anjuman khawateen ki tashkil aur tanzeem hai,Positive
is ki wajah se un ka naam pakistani tarikh mein hamesha zindah rahe ga,Positive
february ko pakistan bhar se unhon ne esi khawateen ko madu kiya jo zindagi ke mukhtalif shobon mein mufeed aur karaamad kaam anjam de rahein thein,Positive
ye pakistan ki tamam khawateen ki anjuman hai aur is mein shirkat ke leye kisi rutbe darje mazhab ya firqe ki qead nahi,Positive
is anjuman ka maqsad pakistani khawateen ki samaji taleemi aur saqafati islah hai,Positive
is ki shakhein pakistan ke charon sobon aur kafi zilon mein hain,Positive
apwa ki zer e nigrani kai school aur college khole gaye hain hospitals qaim kiye gaye hain amor e khanadari ka khas intezam kiya gaya hai,Positive
is tanzeem ka maqsad khawateen ki sahi tor par tarbiyat karna hai liaquat ali khan ki shahadat ko unhon ne nehayat hosle ke sath bardasht kiya aur is ke baad bhi apwa ki sargarmiyan jari rakhein,Positive
hukumat e pakistan ki janib se un ko kai aala uhdon par faiz kia gaya,Positive
aap nihayat hoslamand aur jari khaton thein,Positive
begum rana liaquat ali khan ne tamam zindagi insaniyat bilkhusos khawateen ki khidmat mein guzari,Positive
aap bachpan hi se semab sifat takhliqi aur mutajasis zehan ki malik thein,Positive
hosh sanbhalte hi apne ishteyaq ke sabab mukhtalif adyan ka mutala kiya aur islam se behad mutasir hoein,Positive
is ke baad hammer smith college mein county council of landon ki taraf se munaqidah fine art ke imtehan mein scholarship hasil kiya,Positive
art ki baqaidah taleem sent marten school of art chairing cross landon se hasil ki aur phir landon council se senior scholarship of fine art lene ke bad royal college of art landon mein dakhil hoein,Positive
royal college se art ki taleem mukamal karne ke bad royal college hi mein associate in design muqarar hoein,Positive
punjab university lahore mein aap ne bartanwi tarz ke syllabus ke bajaye american syllabus raij karwaya kyun ke bartanwi syllabus mein un ke khayal ke mutabiq ye khami thi ke theory aur practical alag alag karwaye jate the lekin american tarz ke mutabiq theory aur practical aur art ki tarikh aik sath parhaye jate the jis se talba ziyadah mustafeed hote the aur un ki dilchaspi barqarar rehti thi,Positive
aap ne art ki classes ki farogh mein aham kirdar ada kiya,Positive
anna molka ahmed ki koshishon se punjab university fine art department jald hi mustehkam ho gaya aur talba ko fine art se khusosi lagao paida ho gaya,Positive
anna molka ahmed ki koshishon se mein ma fine arts ki classes ka ijra howa aur mein ba owners ka teen saala course bhi shuru howa,Positive
mein aap ne painters aur graphic designers ke leye peshawarana courses ka ijra kiya,Positive
mosam e garma ki tatilat mein aap apne khawand ke sath shumali elaqajat ki seer ke leye jatein aur qurat ke hasein manazir ko apne brush ki girift mein la kar na sirf dekhne walon ki aankhon ki dawat ka saman latein bal ke sath sath fan ke giran kardar namone bhi jama kar jatein,Positive
anna molka ahmed ke baad ane wale fankaron ne in shah paron se behad istefadah kiya aur art ki taraqi ka bais banne,Positive
pakistani afwaj ke leye banai gai aap ki tasweer 賭easar ul hindko behad pazirai mili aur ye tasweer aap ne pakistani army ke liye teen martaba taiyar ki,Positive
anna molka ahmed ne taqreban nifs sadi tak fan e musawiri ki khidmat ki,Positive
ana molka ne landscape philosophical aur mazhabi paintings drawing aur mono mantel painting ke beshumar namone bator yadgar chore hain,Positive
pakistan ki dehati zindagi ki akasi aur qudrati manazir un ke dil pasand muzoat mein se the,Positive
is ke elawa mein aap quaid e azam artists award mein pakistan federation of business and professional woman club ki taraf se gold meddle ki mutahiq qarar de gaein,Positive
bilquis edhi ke naam se kon waqif nahi,Positive
bilquis edhi bemisal samaji karkun abdul satar edhi ki nifs behtar hain,Positive
aur guzishta saalon se ye farz is khubi ke sath nibhati chali arahi hain ke aaj na sirf pakistani unhen ehtaram ki nazar se dekhta hai balke un ki belos khidmaat ka sherah beron e mulk bhi hai,Positive
pakistani quom unhen madar e pakistanke laqab se pukarti hai,Positive
yaqenan kuch afrad ese hote hain ke allah buzurg o bartar jinhen kuch khas kaamon ke leye muntakhib karta hai,Positive
aur aaj wo samaji karkun aur bilquis edhi foundation ki sarbarah ki hesiyat se pehchani jati hain,Positive
bilquis edhi ki karkardagi ka dairah is qadar wasi hai ke mukhtasir alfaz mein jis ka ahata mumkin nahi,Positive
bilquis edhi ne shohar ka sath dete howae foundation ke kaamon mein bharpor tarike se un ka sath diya,Positive
edhi center mein se qaim shudah jhula project ka charge bhi unhon ne bakhubi sanbhala,Positive
is project ke tehat ab tak mulk bhar se hazaron ki tadad mein unchahe bache panah hasil kar chuke hain bilquis edhi ne logon ke leye ye aam pegham jari kiya ke 砥nchahe bachon ko jan se na marein balke unhen humare jhulon mein dal den,Positive
bilquis edhi pakistan bhar mein khososi tor se uraton aur bachon ke mamlat sanbhalti hain,Positive
wo ab tak hazaron gharib aur nadir larkiyon ki shadi ache gharanon mein karwa chuki hain,Positive
un ki dardmandi ka andaza is baat se lagaya ja sakta hai ke dehshat gardi ke waqeyat aur mukhtalif hadsat mein halak hone walon ke bkhire aza ko mutadid martaba unhon ne apne hathon se yakja kiya,Positive
hazaron lawaris bachon ko pal pos kar bara kia aur taqreban lakh larkiyon ko un ke ghar pohchane ka neek kaam sar anjam deya,Positive
bilquis edhi ko in khidmaat ke eteraf mein filal e imtiazaur amon magsaysayaward ke elawa mutafariq inamaat aur ezazat mil chuke hain jin ki tafseel khud unhen bhi yad nahi,Positive
tahum un ka kehna hai ke b main ne ezazat wasol karne chord eye hain,Positive
aur main sirf kaam par tawajah dena chahati hun kyun ke waqat kam hai aue kaam bohat ziyadah hain na jane kab humara bolawa aajaye,Positive
helen keller ki kahani aik behri aur nabena bachi ki kahani hai jis ne apne andhe pan aur behre pan ke bawajod na sirf aala taleem hasil ki balke mayos logo ke dilon mein apne josh aur walwale se himat paida ki,Positive
miss salon helen keller ki zindagi mein inqelab ban kar warid hoein,Positive
helen keller ke hath par pani ke nal se pani gira kar us ko pani ki hije yaad karati,Positive
yahan tak ke helen keller ke tajasus ki tasqeen ke liye miss salon ne helen ki hatheli par ande se choza nikalne ka aamal tak mukamal karaya,Positive
is tarah helen keller ki zindagi mein taleem ka aghaz howa aur baad mein wo mukhtalif marahil te kar ke aik shandar musanifa bani,Positive
is dor mein helen keller bohat mehanti aur hoshiyar shagird sabit hoi aur bari asani aur josh se us ne ubhri hoi tehriron ko parhna shru kar diya,Positive
us ke khatot se us ki ghair mamoli sojh bojh aur us ke dilchaps khayalat ka andaza hota tha,Positive
helen ko ye jan kar bari khushi hoi ke aur bhi bache ese the jo us ki zaban mein batein karte the aur wo jab garam joshi se us ka hath dabate to use mehsos hota ke us ke un ke darmiyan aik ghair mari rishta hai,Positive
mein jab helen keller ki umar saal thi to us ki ustani us ko mukhtalif mashkein karati thi jin ki madad se helen keller mukhtalif english horf e tahaji ki awazein likalne ke qabil ho gai taham wo bhar por awaz na likal sakti thi aur us ke bole howe alfaz sirf us ki ustani hi samajh sakti thi,Positive
mein helen keller ne unani latini german algebra aur geometry ke imtehanat pass kiye aur red cliff college mein dakhil ho gai,Positive
college mein us ne agarcha nihayat masrofiyat ke aalam mein char saal guzare lekin is arse mein us ne do kitabein zeri zindagi ki kahaniaur jijaiyattakhliq kein,Positive
in kitabon mein us ne is yaqeen ka izhar kiya ke musarrat aur shadmani ki badotal is qabil ho saki hai ke wo masher ki khidmat kar sake,Positive
college ki rasmi taleem diploma hasil karne par khatam ho gai tahum us ki ghair rasmi taleem kabhi khtam na hoi aur ingrezi francici aur german kutub ko parhti rahi aur naye josh o kharosh se likhti rahi,Positive
dosron ki madad kar ke wo khushi mehsos karti,Positive
rafah e aam ke kaamon aur qalmi imdad se kabhi gurez na karti,Positive
helen keller ki ziyadah tar koshishein apne hi jese degar nabena afrad ke leye waqf thi,Positive
helen keller zati tor par dosron ko himat delati aur un ke dilon mein zindah rehne ki lagan barhati,Positive
wo nabena afrad ke mesa chastise commission ki rukun bhi banni,Positive
isi tarah nabena aur behre afrad ki degar kai anjomanon ki rukniyat bhi us ne qabol ki,Positive
rafta rafta us ki shurat barhne lagi aur aik waqat aaya ke us ke pas america aur europe ke dor daraz shehron se bhi khutot aane ka bhi silsila shuru ho gaya,Positive
helen keller ke doston ka halka bohat wasi tha,Positive
us dor ke mushahir ke sath us ke gehre taluqat the,Positive
wo nihayat bahimat aur deleer khaton thi,Positive
helen keller ne tamam umar mayosi ko qareeb na phataken deya aur apne azam o himat se mazoron aur sehatmandon ki duniya mein aik esi roshan missal qaim kar di jis ko duniya yad rakhe gi,Positive
justice retire majida rizvi bhi un basaor khawateen mein shamil hain jo mehaz apne leye nahi jetein,Positive
majida rizvi ne apne liye apni jid o jehad aur mehnat se aik buland aur qabil e fakhar muqam hasil kiya majida rizvi pakistan ki pheli khatoon judge hone ka ezaz hasil hai aur apne shube ki wo behad laiq aur muhtaram shakhsiyat hain,Positive
jab main ne law ki taleem hasil ki to mery samne amli zindagi mein apni salahiyaton ke istemal ka jazba aur lagan karwatein lene laga,Positive
mahene bad jab mujhe qanon ke shube mein amli tor par ane ki ijazat mil gayi to january mein meri enrolment hoi aur is ke bad main ne phir kabhi palat kar nahi dekha,Positive
apne kaam mein is tarah magan hoi ke mujhe khud bhi ye ehsas bad meinhowa ke koi undekhi lagan hai jo mujhe yun din raat masrof rakhe howae hai,Positive
is tarha district court mein apni practice jari rakhte howae main ne senior judge ke sath family laws par kafi kaam kiya,Positive
main in columnon mein urton ke masail aur un ka hal batati thi,Positive
is doran business and professional association walon ki ema par main ne aik booklet bhi likhi jis mein islam aur family laws ke tehat uraton ke hoqoq ki wazahat ki gayi thi,Positive
jo logon mein taqseem kiye gay eta ke wo apni zabanon mein baasani un masail o mamlat ko samajh sakein,Positive
pheli dafa mera naam gaya tha,Positive
jab mera naam chief justice ke pas tha to us waqat ki hukumat bartaraf kar di gayi thi amomi rawaiya bhi kuch hosla aafza na tha log chahate the ke aala adalati nizam mein khawateen age na ane payein jab ke lower judiciary mein kafi khawateen thein jo kaam kar rahein thein,Positive
mein jab high court ki pheli khatoon judge banni to ye mery leye bare ezaz ki baat thi,Positive
aain aur mazhab mein khawateen ko jo hoqoq deye gaye hain un se majida rizvi pori tarah mumain hain,Positive
unhon ne baras tak bila takhsis rang o nasal aur mazhab o quom bemar aur besahara afrad ki khidmat ki,Positive
mother teresa ki khidmat ka almi satah par eteraf kiya gaya aur mien mother teresa aman ke noble prize se nawaza gaya,Positive
mein mazhabi half bardari ke baad unhon ne le sew kass ki senit teresa jise ghair mulki mublighon ka sarparast senit qarar diya jata hai ka naam ikhteyar kar leya,Positive
kolkata ke gharib aawam ki halat e zar ne mother teresa ke dil par ghehra asar muratab kiya aur unhon ne mehaz mazhabi khidmat anjam dene ke bajaye insani khidmat ko apni zindagi ka maqsad bana leya,Positive
mien unhon ne convent chor kar kolkata ke maflok ul haal afrad ke darmiyan aik ministry ka aghaz karne ki ijazat mangi aur ijazat miln par kaam ka aghaz kar diya,Positive
mein mother teresa aur un ke rofaqa ko roman catholic church ke tehat charity meshes qarar de diya gaya,Positive
mein mother teresa ne nirmal hriday shafaf dil naami idara qaim kiya jis ke bunyadi maqasid mein gharib marizon ka ilaj karna shamil tha,Positive
zindagi se mayos marizon ko wo apne idare mein latein un ki khidmat katein aur ese kai afrad ko nai zindagi se hum kinar karwatein jinhein un ke doctor marz e mout mein mubtala qarar de chuke the,Positive
mother teresa ka kam sirf kolkata ya bharat tak mehdod na raha balke duniya ke kai hisson tak pheel gaya,Positive
is ke bawajod wo apni khidmat anjam deti rhein lekin mien halat is nehaj par pohanch gaye ke idare ki zimedariyon ki kama haqa takmil mumkin na rahi jis par mother teresa ki jagah sister nirmala ne idare ki sarbarahi ke faraiz sanbhal leye,Positive
agar cha inhi dinon lady diana ki jawan margi ka dil kharash saniha pesh aya tha lekin is ke bawajod mother teresa ki mout logon par anpa asar chore baghir na rahi,Positive
mother teresa agar cha is duniya se ja chuki hain lekin un ke hathon shifa pane wale mariz aur un ke idare se nai zindagi ki naveed pa kar nikalne wale afrad unhein apni yadon mien hameshah zindah rakhein ge,Positive
aaj bhi lady diana ke tazkare par bohat si aankhe nam ho jati hain,Positive
july ko princes charles se lady diana ki shadi ki aik esi taqreeb thi jese log umoman khuwabon mein dekhte hain,Positive
lady diana ki shakhsiyat kuch esi dil kash aur man mohni thi ke media un ki tarah khincha chala aata tha,Positive
shahzadi diana sirf apni shahi hesiyat aur ghair mamoli shakhsiyat ki wajah se hi media ki tawajah ka markaz nahi rahein balke is ki aik bari wajah un ki beloss samaji aur rafahi khidmat bhi thein,Positive
unhon ne duniya bhar mein barodi surangon par pabandi lagwane ke leye bhar por muhim chalai thi,Positive
mazor aur mulhik amraz mein mubtala bachon se un ki mohabat ka ye alam tha ke sakht garmi mien din bhar ka safar kar ke africa pohanchein aur aik hospital mien aik bache ka hath pakar kar kai ghante us ke pas beti rahein jis ki donon tangein barodi surang se urh gai thein,Positive
wo bacha bach nahi saka magar mehaz lady diana ki mohabat o shafqat ke ehsas ne us ki aziyat kam kar di,Positive
wo marte waqat khush tha,Positive
lady diana imran khan ke shukat khanam memorial hospital mein fundraising ki aik taqreeb mein shirkat ke leye pakistan aaein to cancer ke mariz bachon ko bhi god mein leye bethi rahein jihein shayad un ke nihayat qarebi azizon ne bhi god mein bethana chor diya tha,Positive
lady diana das se zaid bare aur ban ul aqwami falahi idaron ke uhde daron mein shamil thein jin ke leye atyat jama karne ki sargarmiyon mein hissa lene ke elawa unhon ne un idaron ko apne zati sarmaye mein se bhi bari bari roqom di thein,Positive
guzishta aik saal ke dauran pakistan mein ladkiyon aur aurton ke liye qaiym edhi homes jin mein karachi multan lahore islamabad peshawar quetta mein gharelo tashaddud ya deegar wajohaat ki bunyad par panah ke liye aane wali ladkiyon aurton jin ke sath bachen bhi the un ko aarzi taur par panah di gai,Positive
khyber pakhtunkhuwan mein ki ba nisbat mein bomb blast aur khudkash hamlon mein numayan kami aai,Positive
khidmatekhalq kay shube mein pakistan aur duniya ki jani mani shakhsiyat abdul sattar edhi al maroof moulana edhi pakistan mein edhi foundation kay sadar hain,Positive
edhi foundation ki shakhein tamam duniya mein pheli hoye hai,Positive
dono ko mein awami khidmat kay shube mein saman maksa award say nawaza gaya,Positive
app paidaishi leder thay aur shuro say hi apnay doston ki chote chote kamo aur khel tamashe karne per hosla afzai karte thay,Positive
jab in kay walida inhein school jate waqt do pese dete to woh in mein say aik paisa kharch karlate the aur aik paisa kisi zarurat mand ki zarurat puri karne kay liye de detay,Positive
saal ki umar mein inhone apni maa ko dekh bhal ka kaam sambhala jo shadeed qisim kay ziya diabetes mein mubtala thein,Positive
choti umar mein hi inhon nay apnay say phelay dusron ki madad karna sikh liya tha jo agay ki zindagi kay liye kamyabi ki kunji ban gaya,Positive
iss kay alawa app nay yeaha apne dosto ko tadrees ki taraf bhi ragab kiya,Positive
app nay sada tarzezindagi apnaya aur dispensary kay samne bench per hi so late ta kay bawaqt zarurat fouri tour per madad ko pohunch sake,Positive
inhone nay shehar kay nowah mein khemey lagwaye aur muft madafati adwaiyat farham kein,Positive
mukhiyair hazrat nay in ki dil khul kar madad ki aur in kay kamo ko dekhte huwe baqi pakistan nay bhi imdadadi raqam say inhone woh puri imarat kharedli jaha dispensary thein aur waha aik zachgi kay liye center aur nurseon ki tarbiyat kay liye school khula aur ye hi edhi foundation ka aghaz tha,Positive
anay wale salao mein edhi foundation pakistan kay baqi elaqo tak bhi phelti gai flu ki waba kay baad aik karobari shaksiyat nay edhi ko kafi bari raqam ki imdad di jis say inhone aik ambulance khareedi jis ko woh khud chalate thay,Positive
karachi aur undorene sindh kay liye woh khud rawana hote hain aur edhi foundation ki hadsat per rade ammal ki raftar aur khidmat municipal ki khidmaat ziada taiz behtar hain,Positive
edhi marakazi aik khasiyat ye bhi hai kay edhi marakz kay bahir bacha gari ka ahtemam hai ta kay khawateen bache ki dekh bhal nahi kar sakti apne bache ko yeaha chor kar ja sake is bache ko edhi foundation apne yateem khane mein panha deti hai aur isko muft taleem di jati hai,Positive
edhi international ambulance ka qiyam,Positive
islami duniya mein edhi foundation har musibat aur mushkil waqt mein aham imadad farham karti hai,Positive
foundation nay sirf pakistan mein hi nahi bal kay bain ul aqwami satah per bhi turraki ki hai,Positive
begum bilquis edhi aur kubra edhi nay is mouqe per kaha kay woh duniya ka ameer ya ghareeb mulk ho wahaan mareez mareez hi hota hai,Positive
ambulance ka maqsad insano ki jane bachana hota hai aur humay iss baat ki khushi ho gi kay edhi international ambulance foundation ki ambulances duniya bhar mein insano ki janein bachayein khwa woh london new york tokyo tilabib beirut aur damishq hoon,Positive
inhon nay kaha kay insaniyat ki ban ul aqwami khidmat kay hawale say hamara aik qadam aur age bhar raha hai,Positive
ajj pakistan kay alawa islami duniya mein bhi edhi nay aik ghar khudgharz aur muhtarma shaks kay tour sherat pai hai shurat aur izat kay bawud inhone apni sada zindagi ko tarak nahi kiya woh sada rawati pakistani libas pehante hain jo sirf aik ya do din in ki mumlikat hai iske alawa in ki malkiyat khele joto ka aik jora hai jis ko woh sabqa sal say istemal kar rahe hain,Positive
aur ye bhi haqiqat hai kay edhi foundation ka begat aik caror ka hai jis mein say woh apni zat per aik paisa bhi kharch nahi karte,Positive
edhi foundation ambulance service app kay beta faisal batate hai jab afghanistan mein markaz ka iftetah kiya ja raha tha to amla mehmano aur sahafiuo kay bethne kay liye kursiya kharedli jab edhi wahan aye to woh is baat say sakht khafa huwe khun kay in kay khayal mein ye raqam kisi zarurat mand ki madad per kharch ki ja sakti thi,Positive
iss raat clinic kay farash per ambulance kay drivers kay sath soye,Positive
ajj edhi foundation taraqi ki rah per gamazan hai,Positive
edhi mustaqbil ki taraf dekhte huwe kahte hain woh pakistan kay har alaqay mein per hospital tameer karna chahte hain,Positive
woh hukumat ya sabqa mazhabi jamaton say imdad bhi nahi latay khun kay woh samjhte hain kay in ki imdad mashrot hoti hai,Positive
edhi bazat khud bagair choti kiye taweel tareen arse tak kam karne kay alami record kay hamil hain aur record bane kay baad bhi abhi tak inhone nay chutti nahi li,Positive
meine yeh cream apne ghar waloun kay liay khareedi hai aur unbkay baqaul yeh bohat achee hai istemal karne mein the vitamin compnay khud bhee itne achay products nikaltee hai tabhee isko trust kia delibhee tez aur theek thaak thee,Positive
bohtt he aala,Positive
market sey thora sasta mil raha tha yehan tou main ney yehin sey ley lia apni baki items kay sath quality bohat achi lagi kyunkay baalon kay liye healthy sabit hua aur split ends theek kar diye,Positive
es shampoo say bal sarah dil naram rhte ha thanks daraz,Positive
bht khoob,Positive
bht achi product hai ap agr lena chahte hain sochiye mat jaldi se le lain thanks hafeez,Positive
